Time	zeta=0.000035	zeta=0.002	zeta=0.004	zeta=0.015	zeta=0.023	zeta=0.052	zeta=0.08	zeta=0.31
1.119000e+03	4.990372e-01	4.663732e-01	3.930987e-01	7.224936e-02	8.078159e-02	4.184512e-02	2.986968e-02	6.165655e-03
1.120000e+03	4.990372e-01	4.663732e-01	3.914763e-01	7.165220e-02	8.059006e-02	4.164337e-02	3.007080e-02	6.165655e-03
1.121000e+03	4.990372e-01	4.663732e-01	3.899487e-01	7.110196e-02	8.046319e-02	4.139083e-02	3.025826e-02	6.165655e-03
1.122000e+03	4.990372e-01	4.663732e-01	3.886063e-01	7.064851e-02	8.040565e-02	4.109054e-02	3.043340e-02	6.165655e-03
1.123000e+03	4.990372e-01	4.663732e-01	3.876384e-01	7.034005e-02	8.039100e-02	4.075397e-02	3.059872e-02	6.165655e-03
1.124000e+03	4.990372e-01	4.663732e-01	3.870055e-01	7.021674e-02	8.035702e-02	4.039603e-02	3.075738e-02	6.165655e-03
1.125000e+03	4.990372e-01	4.663732e-01	3.860953e-01	7.030424e-02	8.021371e-02	4.002845e-02	3.091347e-02	6.165655e-03
1.126000e+03	4.990372e-01	4.663732e-01	3.842578e-01	7.061156e-02	7.986520e-02	3.965825e-02	3.107149e-02	6.165655e-03
1.127000e+03	4.990372e-01	4.663732e-01	3.819268e-01	7.113131e-02	7.924301e-02	3.928900e-02	3.123625e-02	6.165655e-03
1.128000e+03	4.990372e-01	4.663732e-01	3.798270e-01	7.184330e-02	7.833632e-02	3.892415e-02	3.141291e-02	6.165655e-03
1.129000e+03	4.990372e-01	4.663732e-01	3.781543e-01	7.271702e-02	7.720075e-02	3.857113e-02	3.160636e-02	6.165655e-03
1.130000e+03	4.990372e-01	4.663732e-01	3.768663e-01	7.371729e-02	7.593303e-02	3.824192e-02	3.182148e-02	6.165655e-03
1.131000e+03	4.990372e-01	4.663732e-01	3.758549e-01	7.480581e-02	7.464031e-02	3.795327e-02	3.206245e-02	6.165655e-03
1.132000e+03	4.990372e-01	4.663732e-01	3.750453e-01	7.594466e-02	7.341654e-02	3.772420e-02	3.233271e-02	6.165655e-03
1.133000e+03	4.990372e-01	4.663732e-01	3.741862e-01	7.709991e-02	7.233246e-02	3.757308e-02	3.263492e-02	6.165655e-03
1.134000e+03	4.990372e-01	4.663732e-01	3.728188e-01	7.824087e-02	7.143748e-02	3.751515e-02	3.297007e-02	6.165655e-03
1.135000e+03	4.990372e-01	4.663732e-01	3.710168e-01	7.934450e-02	7.075894e-02	3.755963e-02	3.333780e-02	6.165655e-03
1.136000e+03	4.990372e-01	4.663732e-01	3.693073e-01	8.039275e-02	7.030683e-02	3.770782e-02	3.373514e-02	6.165655e-03
1.137000e+03	4.990372e-01	4.663732e-01	3.679071e-01	8.137397e-02	7.007471e-02	3.795249e-02	3.415680e-02	6.165655e-03
1.138000e+03	4.990372e-01	4.663732e-01	3.666810e-01	8.227823e-02	7.004435e-02	3.827863e-02	3.459367e-02	6.165655e-03
1.139000e+03	4.990372e-01	4.663732e-01	3.654970e-01	8.309586e-02	7.018908e-02	3.866671e-02	3.503260e-02	6.165655e-03
1.140000e+03	4.990372e-01	4.663732e-01	3.644012e-01	8.381677e-02	7.047831e-02	3.909763e-02	3.545644e-02	6.165655e-03
1.141000e+03	4.990372e-01	4.663732e-01	3.634597e-01	8.442875e-02	7.087968e-02	3.955516e-02	3.584340e-02	6.165655e-03
1.142000e+03	4.990372e-01	4.663732e-01	3.626965e-01	8.492036e-02	7.136022e-02	4.002653e-02	3.616934e-02	6.165655e-03
1.143000e+03	4.990372e-01	4.663732e-01	3.621811e-01	8.528085e-02	7.188448e-02	4.049741e-02	3.640924e-02	6.165655e-03
1.144000e+03	4.990372e-01	4.663732e-01	3.617676e-01	8.550256e-02	7.241396e-02	4.094825e-02	3.654104e-02	6.165655e-03
1.145000e+03	4.990372e-01	4.663732e-01	3.608549e-01	8.558267e-02	7.290893e-02	4.135537e-02	3.654900e-02	6.165655e-03
1.146000e+03	4.990372e-01	4.663732e-01	3.592527e-01	8.552570e-02	7.333146e-02	4.169584e-02	3.642608e-02	6.165655e-03
1.147000e+03	4.990372e-01	4.663732e-01	3.576705e-01	8.534762e-02	7.365226e-02	4.195534e-02	3.617495e-02	6.165655e-03
1.148000e+03	4.990372e-01	4.663732e-01	3.565258e-01	8.507867e-02	7.385372e-02	4.212968e-02	3.580738e-02	6.165655e-03
1.149000e+03	4.990372e-01	4.663732e-01	3.558772e-01	8.476098e-02	7.393136e-02	4.222179e-02	3.534220e-02	6.165655e-03
1.150000e+03	4.990372e-01	4.663732e-01	3.557223e-01	8.443960e-02	7.389209e-02	4.223595e-02	3.480212e-02	6.165655e-03
1.151000e+03	4.990372e-01	4.663732e-01	3.558032e-01	8.415246e-02	7.375148e-02	4.217349e-02	3.421229e-02	6.165655e-03
1.152000e+03	4.990372e-01	4.663732e-01	3.554963e-01	8.392260e-02	7.353041e-02	4.203165e-02	3.359679e-02	6.165655e-03
1.153000e+03	4.990372e-01	4.663732e-01	3.543731e-01	8.375717e-02	7.325173e-02	4.180481e-02	3.297855e-02	6.165655e-03
1.154000e+03	4.990372e-01	4.663732e-01	3.529923e-01	8.364911e-02	7.293594e-02	4.148613e-02	3.237658e-02	6.165655e-03
1.155000e+03	4.990372e-01	4.663732e-01	3.520438e-01	8.358120e-02	7.259850e-02	4.107000e-02	3.180652e-02	6.165655e-03
1.156000e+03	4.990372e-01	4.663732e-01	3.515324e-01	8.353013e-02	7.224763e-02	4.055366e-02	3.127937e-02	6.165655e-03
1.157000e+03	4.990372e-01	4.663732e-01	3.511357e-01	8.347220e-02	7.188380e-02	3.993812e-02	3.080068e-02	6.165655e-03
1.158000e+03	4.990372e-01	4.663732e-01	3.506241e-01	8.339120e-02	7.150219e-02	3.923125e-02	3.037158e-02	6.165655e-03
1.159000e+03	4.990372e-01	4.663732e-01	3.499287e-01	8.328610e-02	7.109509e-02	3.844798e-02	2.998786e-02	6.165655e-03
1.160000e+03	4.990372e-01	4.663732e-01	3.491481e-01	8.317414e-02	7.065669e-02	3.761293e-02	2.964175e-02	6.165655e-03
1.161000e+03	4.990372e-01	4.663732e-01	3.485132e-01	8.308616e-02	7.018638e-02	3.675922e-02	2.932268e-02	6.165655e-03
1.162000e+03	4.990372e-01	4.663732e-01	3.482276e-01	8.305756e-02	6.969034e-02	3.592499e-02	2.901858e-02	6.165655e-03
1.163000e+03	4.990372e-01	4.663732e-01	3.483653e-01	8.312123e-02	6.918235e-02	3.515117e-02	2.871826e-02	6.165655e-03
1.164000e+03	4.990372e-01	4.663732e-01	3.486975e-01	8.330447e-02	6.868039e-02	3.447445e-02	2.841217e-02	6.165655e-03
1.165000e+03	4.990372e-01	4.663732e-01	3.485348e-01	8.362789e-02	6.820492e-02	3.392486e-02	2.809423e-02	6.165655e-03
1.166000e+03	4.990372e-01	4.663732e-01	3.474169e-01	8.410515e-02	6.777477e-02	3.352101e-02	2.776161e-02	6.165655e-03
1.167000e+03	4.990372e-01	4.663732e-01	3.460524e-01	8.474078e-02	6.740627e-02	3.327016e-02	2.741547e-02	6.165655e-03
1.168000e+03	4.990372e-01	4.663732e-01	3.451563e-01	8.552851e-02	6.711151e-02	3.316821e-02	2.706014e-02	6.165655e-03
1.169000e+03	4.990372e-01	4.663732e-01	3.448385e-01	8.645001e-02	6.689741e-02	3.320196e-02	2.670202e-02	6.165655e-03
1.170000e+03	4.990372e-01	4.663732e-01	3.449497e-01	8.747010e-02	6.676514e-02	3.335238e-02	2.634946e-02	6.165655e-03
1.171000e+03	4.990372e-01	4.663732e-01	3.449593e-01	8.853629e-02	6.670587e-02	3.359790e-02	2.601099e-02	6.165655e-03
1.172000e+03	4.990372e-01	4.663732e-01	3.441987e-01	8.957870e-02	6.669253e-02	3.391706e-02	2.569544e-02	6.165655e-03
1.173000e+03	4.990372e-01	4.663732e-01	3.429792e-01	9.052363e-02	6.666669e-02	3.429066e-02	2.541109e-02	6.165655e-03
1.174000e+03	4.990372e-01	4.663732e-01	3.422299e-01	9.131746e-02	6.653004e-02	3.470348e-02	2.516523e-02	6.165655e-03
1.175000e+03	4.990372e-01	4.663732e-01	3.421201e-01	9.194528e-02	6.615825e-02	3.514368e-02	2.496463e-02	6.165655e-03
1.176000e+03	4.990372e-01	4.663732e-01	3.421771e-01	9.243416e-02	6.545154e-02	3.560315e-02	2.481493e-02	6.165655e-03
1.177000e+03	4.990372e-01	4.663732e-01	3.419346e-01	9.283228e-02	6.440672e-02	3.607475e-02	2.472098e-02	6.165655e-03
1.178000e+03	4.990372e-01	4.663732e-01	3.413916e-01	9.318505e-02	6.315010e-02	3.654975e-02	2.468640e-02	6.165655e-03
1.179000e+03	4.990372e-01	4.663732e-01	3.408788e-01	9.351924e-02	6.189010e-02	3.701456e-02	2.471332e-02	6.165655e-03
1.180000e+03	4.990372e-01	4.663732e-01	3.406002e-01	9.383852e-02	6.083611e-02	3.744606e-02	2.480209e-02	6.165655e-03
1.181000e+03	4.990372e-01	4.663732e-01	3.405939e-01	9.412971e-02	6.013701e-02	3.781139e-02	2.495102e-02	6.165655e-03
1.182000e+03	4.990372e-01	4.663732e-01	3.408939e-01	9.437128e-02	5.986630e-02	3.806993e-02	2.515590e-02	6.165655e-03
1.183000e+03	4.990372e-01	4.663732e-01	3.415452e-01	9.454268e-02	6.002886e-02	3.818237e-02	2.541027e-02	6.165655e-03
1.184000e+03	4.990372e-01	4.663732e-01	3.423699e-01	9.463031e-02	6.058166e-02	3.812089e-02	2.570500e-02	6.165655e-03
1.185000e+03	4.990372e-01	4.663732e-01	3.427074e-01	9.463315e-02	6.145514e-02	3.787750e-02	2.602855e-02	6.165655e-03
1.186000e+03	4.990372e-01	4.663732e-01	3.419364e-01	9.456607e-02	6.257281e-02	3.746457e-02	2.636750e-02	6.165655e-03
1.187000e+03	4.990372e-01	4.663732e-01	3.406825e-01	9.445920e-02	6.385986e-02	3.691013e-02	2.670610e-02	6.165655e-03
1.188000e+03	4.990372e-01	4.663732e-01	3.399279e-01	9.434994e-02	6.525068e-02	3.624940e-02	2.702745e-02	6.165655e-03
1.189000e+03	4.990372e-01	4.663732e-01	3.397729e-01	9.426845e-02	6.668822e-02	3.551978e-02	2.731344e-02	6.165655e-03
1.190000e+03	4.990372e-01	4.663732e-01	3.397587e-01	9.421978e-02	6.812641e-02	3.475700e-02	2.754603e-02	6.165655e-03
1.191000e+03	4.990372e-01	4.663732e-01	3.393280e-01	9.417199e-02	6.953179e-02	3.399285e-02	2.770909e-02	6.165655e-03
1.192000e+03	4.990372e-01	4.663732e-01	3.382731e-01	9.406518e-02	7.087907e-02	3.325635e-02	2.778997e-02	6.165655e-03
1.193000e+03	4.990372e-01	4.663732e-01	3.371491e-01	9.385189e-02	7.215267e-02	3.257122e-02	2.778238e-02	6.165655e-03
1.194000e+03	4.990372e-01	4.663732e-01	3.366930e-01	9.354635e-02	7.334177e-02	3.195707e-02	2.768820e-02	6.165655e-03
1.195000e+03	4.990372e-01	4.663732e-01	3.367747e-01	9.322541e-02	7.444023e-02	3.142824e-02	2.751871e-02	6.165655e-03
1.196000e+03	4.990372e-01	4.663732e-01	3.367589e-01	9.297350e-02	7.544649e-02	3.099333e-02	2.729335e-02	6.165655e-03
1.197000e+03	4.990372e-01	4.663732e-01	3.363830e-01	9.283519e-02	7.636060e-02	3.065647e-02	2.703744e-02	6.165655e-03
1.198000e+03	4.990372e-01	4.663732e-01	3.360219e-01	9.280357e-02	7.718724e-02	3.041665e-02	2.677778e-02	6.165655e-03
1.199000e+03	4.990372e-01	4.663732e-01	3.359305e-01	9.282214e-02	7.793491e-02	3.026953e-02	2.653963e-02	6.165655e-03
1.200000e+03	4.990372e-01	4.663732e-01	3.360824e-01	9.279215e-02	7.861893e-02	3.020800e-02	2.634377e-02	6.165655e-03
1.201000e+03	4.990372e-01	4.663732e-01	3.364296e-01	9.262360e-02	7.925750e-02	3.022415e-02	2.620632e-02	6.165655e-03
1.202000e+03	4.990372e-01	4.663732e-01	3.369955e-01	9.232319e-02	7.986662e-02	3.031055e-02	2.613892e-02	6.165655e-03
1.203000e+03	4.990372e-01	4.663732e-01	3.378337e-01	9.200266e-02	8.045387e-02	3.046191e-02	2.614971e-02	6.165655e-03
1.204000e+03	4.990372e-01	4.663732e-01	3.387940e-01	9.179260e-02	8.101289e-02	3.067619e-02	2.624414e-02	6.165655e-03
1.205000e+03	4.990372e-01	4.663732e-01	3.392617e-01	9.178268e-02	8.152513e-02	3.095573e-02	2.642499e-02	6.165655e-03
1.206000e+03	4.990372e-01	4.663732e-01	3.386088e-01	9.202432e-02	8.196252e-02	3.130685e-02	2.669169e-02	6.165655e-03
1.207000e+03	4.990372e-01	4.663732e-01	3.374407e-01	9.254669e-02	8.229395e-02	3.173838e-02	2.703960e-02	6.165655e-03
1.208000e+03	4.990372e-01	4.663732e-01	3.368226e-01	9.336372e-02	8.249143e-02	3.225852e-02	2.746033e-02	6.165655e-03
1.209000e+03	4.990372e-01	4.663732e-01	3.368119e-01	9.446876e-02	8.253390e-02	3.286717e-02	2.794153e-02	6.165655e-03
1.210000e+03	4.990372e-01	4.663732e-01	3.367971e-01	9.582726e-02	8.241067e-02	3.354809e-02	2.846947e-02	6.165655e-03
1.211000e+03	4.990372e-01	4.663732e-01	3.362519e-01	9.736449e-02	8.212249e-02	3.425849e-02	2.902934e-02	6.165655e-03
1.212000e+03	4.990372e-01	4.663732e-01	3.351304e-01	9.896750e-02	8.168071e-02	3.492965e-02	2.960754e-02	6.165655e-03
1.213000e+03	4.990372e-01	4.663732e-01	3.339698e-01	1.004968e-01	8.110507e-02	3.548008e-02	3.019044e-02	6.165655e-03
